Name,Description,X,Avatar,Topics,Works at,Role,Papers
Mohit Bansal,AI Researcher,https://x.com/mhtbansal11,https://api.dicebear.com/9.x/initials/svg?seed=Mohit%20Bansal&fontWeight=700&radius=16,Natural Language Processing; Artificial Intelligence; Computer Science; Machine Learning,University of North Carolina at Chapel Hill,Researcher,LXMERT: Learning Cross-Modality Encoder Representations from Transformers; End-to-End Relation Extraction using LSTMs on Sequences and Tree Structures; MAttNet: Modular Attention Network for Referring Expression Comprehension; Fast Abstractive Summarization with Reinforce-Selected Sentence Rewriting; Adversarial NLI: A New Benchmark for Natural Language Understanding
Joseph Gonzalez,American composer based in Los Angeles,https://x.com/JosephGlz99,https://api.dicebear.com/9.x/initials/svg?seed=Joseph%20Gonzalez&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Machine Learning,Complexo Hospitalario Universitario A Coruña,American composer based in Los Angeles,Apache Spark; Distributed GraphLab; PowerGraph: distributed graph-parallel computation on natural graphs; Efficient Memory Management for Large Language Model Serving with PagedAttention; Tune: A Research Platform for Distributed Model Selection and Training
Yoav Goldberg,Computer Scientist,,https://api.dicebear.com/9.x/initials/svg?seed=Yoav%20Goldberg&fontWeight=700&radius=16,Natural Language Processing; Artificial Intelligence; Computer Science,Bar-Ilan University,Computer Scientist,Neural Word Embedding as Implicit Matrix Factorization; Improving Distributional Similarity with Lessons Learned from Word Embeddings; word2vec Explained: deriving Mikolov et al.'s negative-sampling word-embedding method; Dependency-Based Word Embeddings; Universal Dependencies v1: A Multilingual Treebank Collection
Jennifer Chayes,Computer Scientist,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Jennifer_Tour_Chayes_vid_02.png/330px-Jennifer_Tour_Chayes_vid_02.png,Computer Science,"University of California, Berkeley",Computer Scientist,"Tackling Climate Change with Machine Learning; Finite-Size Scaling and Correlation Lengths for Disordered Systems; Maximizing Social Influence in Nearly Optimal Time; Convergent sequences of dense graphs I: Subgraph frequencies, metric properties and testing; ChatGPT Chemistry Assistant for Text Mining and the Prediction of MOF Synthesis"
Jeff Clune,Computer Scientist,https://x.com/jeffclune,https://api.dicebear.com/9.x/initials/svg?seed=Jeff%20Clune&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Machine Learning; Artificial Neural Networks,University of Wyoming,Computer Scientist,"How transferable are features in deep neural networks?; Deep neural networks are easily fooled: High confidence predictions for unrecognizable images; Understanding Neural Networks Through Deep Visualization; Automatically identifying, counting, and describing wild animals in camera-trap images with deep learning; Robots that can adapt like animals"
Aäron van den Oord,Computer Scientist,https://x.com/avdnoord,https://api.dicebear.com/9.x/initials/svg?seed=A%C3%A4ron%20van%20den%20Oord&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Machine Learning,Google DeepMind,Computer Scientist,Representation Learning with Contrastive Predictive Coding; Representation Learning with Contrastive Predictive Coding; WaveNet: A Generative Model for Raw Audio; WaveNet: A Generative Model for Raw Audio; Neural Discrete Representation Learning.
Ken Goldberg,Computer Scientist,https://x.com/Ken_Goldberg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Ken-Goldberg-Apr-2019-med-res.jpg/330px-Ken-Goldberg-Apr-2019-med-res.jpg,Computer Vision; Artificial Intelligence; Computer Science; Robotics,Berkeley College,Computer Scientist,Dex-Net 2.0: Deep Learning to Plan Robust Grasps with Synthetic Point Clouds and Analytic Grasp Metrics; Deep Imitation Learning for Complex Manipulation Tasks from Virtual Reality Teleoperation; Learning ambidextrous robot grasping policies; Combating COVID-19—The role of robotics in managing public health and infectious diseases; Dex-Net 1.0: A cloud-based network of 3D objects for robust grasp planning using a Multi-Armed Bandit model with correlated rewards
Lucas Beyer,Computer Scientist,https://x.com/giffmana,https://api.dicebear.com/9.x/initials/svg?seed=Lucas%20Beyer&fontWeight=700&radius=16,Computer Vision; Artificial Intelligence; Computer Science; Machine Learning,Meta Superintelligence Labs,Computer Scientist,An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale; In Defense of the Triplet Loss for Person Re-Identification; MLP-Mixer: An all-MLP Architecture for Vision; Scaling Vision Transformers; Revisiting Self-Supervised Visual Representation Learning
Barbara Engelhardt,Computer Scientist,,https://api.dicebear.com/9.x/initials/svg?seed=Barbara%20Engelhardt&fontWeight=700&radius=16,Artificial Intelligence; Computer Science,Gladstone Institutes,Computer Scientist,The GTEx Consortium atlas of genetic regulatory effects across human tissues; Genetic effects on gene expression across human tissues; Understanding mechanisms underlying human gene expression variation with RNA sequencing; Exploring the phenotypic consequences of tissue specific gene expression variation inferred from GWAS summary statistics; The impact of sex on gene expression across human tissues
Geoffrey Irving,Computer Scientist,https://x.com/geoffreyirving,https://api.dicebear.com/9.x/initials/svg?seed=Geoffrey%20Irving&fontWeight=700&radius=16,Artificial Intelligence; Computer Science,OpenAI,Computer Scientist,TensorFlow: Large-Scale Machine Learning on Heterogeneous Distributed Systems; TensorFlow: A system for large-scale machine learning; TensorFlow: a system for large-scale machine learning; Taxonomy of Risks posed by Language Models; Fine-Tuning Language Models from Human Preferences
Nicholas Carlini,American researcher affiliated with Anthropic and previously...,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Nicholas_Carlini_AIME_presentation.jpg/330px-Nicholas_Carlini_AIME_presentation.jpg,Artificial Intelligence; Computer Science; Machine Learning,Google DeepMind,American researcher affiliated with Anthropic and previously...,FixMatch: Simplifying Semi-Supervised Learning with Consistency and Confidence; Adversarial Examples Are Not Easily Detected; Obfuscated Gradients Give a False Sense of Security: Circumventing\n Defenses to Adversarial Examples; Obfuscated Gradients Give a False Sense of Security: Circumventing Defenses to Adversarial Examples; Towards Evaluating the Robustness of Neural Networks
Raia Hadsell,Computer Scientist,https://x.com/RaiaHadsell,https://api.dicebear.com/9.x/initials/svg?seed=Raia%20Hadsell&fontWeight=700&radius=16,Reinforcement Learning; Artificial Intelligence; Computer Science; Machine Learning; Robotics,Independent,Computer Scientist,"Overcoming catastrophic forgetting in neural networks; Dimensionality Reduction by Learning an Invariant Mapping; Learning a Similarity Metric Discriminatively, with Application to Face Verification; Progressive Neural Networks; Skilful precipitation nowcasting using deep generative models of radar"
Alec Radford,Computer Scientist,https://x.com/AlecRad,https://api.dicebear.com/9.x/initials/svg?seed=Alec%20Radford&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Machine Learning,OpenAI,Computer Scientist,Unsupervised Representation Learning with Deep Convolutional Generative\n Adversarial Networks; Unsupervised Representation Learning with Deep Convolutional Generative Adversarial Networks; Learning Transferable Visual Models From Natural Language Supervision; Language Models are Few-Shot Learners; Scaling Laws for Neural Language Models
Boaz Barak,Computer Scientist,,https://api.dicebear.com/9.x/initials/svg?seed=Boaz%20Barak&fontWeight=700&radius=16,Theoretical Computer Science; Computer Science,Tel Aviv University,Computer Scientist,Computational Complexity: A Modern Approach; Computational Complexity; On the (Im)possibility of Obfuscating Programs; On the (im)possibility of obfuscating programs; Computational Complexity: ADVANCED TOPICS
Dario Amodei,American artificial intelligence researcher and entrepreneur,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Dario_Amodei_at_TechCrunch_Disrupt_2023_01.jpg/330px-Dario_Amodei_at_TechCrunch_Disrupt_2023_01.jpg,Artificial Intelligence; Computer Science,Anthropic,American artificial intelligence researcher and entrepreneur,A cross-platform toolkit for mass spectrometry and proteomics; Language Models are Few-Shot Learners; Deep Speech 2: End-to-End Speech Recognition in English and Mandarin; Scaling Laws for Neural Language Models; Evaluating Large Language Models Trained on Code
Dan Hendrycks,American machine learning researcher,https://x.com/danhendrycks,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Dan_Hendrycks_2025_%28cropped%29.jpg/330px-Dan_Hendrycks_2025_%28cropped%29.jpg,Artificial Intelligence; Computer Science; Machine Learning,Arizona State University,American machine learning researcher,Gaussian Error Linear Units (GELUs); A Baseline for Detecting Misclassified and Out-of-Distribution Examples in Neural Networks; The Many Faces of Robustness: A Critical Analysis of Out-of-Distribution Generalization; Benchmarking Neural Network Robustness to Common Corruptions and\n Perturbations; Bridging Nonlinearities and Stochastic Regularizers with Gaussian Error Linear Units
Joan Bruna,AI Researcher,https://x.com/UCBStatistics,https://api.dicebear.com/9.x/initials/svg?seed=Joan%20Bruna&fontWeight=700&radius=16,Artificial Neural Networks; Computer Science; Artificial Intelligence,Courant Institute of Mathematical Sciences,Researcher,Intriguing properties of neural networks; Geometric Deep Learning: Going beyond Euclidean data; Spectral Networks and Locally Connected Networks on Graphs; Invariant Scattering Convolution Networks; Deep Convolutional Networks on Graph-Structured Data
Jared Kaplan,theoretical physicist and artificial intelligence researcher,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Jared_Kaplan_%28cropped%29.jpg/330px-Jared_Kaplan_%28cropped%29.jpg,Artificial Intelligence; Computer Science,Johns Hopkins University,theoretical physicist and artificial intelligence researcher,Language Models are Few-Shot Learners; Scaling Laws for Neural Language Models; Evaluating Large Language Models Trained on Code; What is the simplest quantum field theory?; The analytic bootstrap and AdS superhorizon locality
Shakir Mohamed,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Shakir%20Mohamed&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Machine Learning,University of Cape Town,Researcher,beta-VAE: Learning Basic Visual Concepts with a Constrained Variational Framework; Stochastic Backpropagation and Approximate Inference in Deep Generative Models; Semi-Supervised Learning with Deep Generative Models; Variational Inference with Normalizing Flows; A clinically applicable approach to continuous prediction of future acute kidney injury
Moritz Hardt,Computer Scientist,https://x.com/mrtz,https://api.dicebear.com/9.x/initials/svg?seed=Moritz%20Hardt&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Machine Learning,"University of California, Berkeley",Computer Scientist,Fairness through awareness; Understanding deep learning (still) requires rethinking generalization; Equality of Opportunity in Supervised Learning; Understanding deep learning requires rethinking generalization; Sanity Checks for Saliency Maps
Peter Battaglia,David Peter Battaglia was an American educator and politicia...,,https://api.dicebear.com/9.x/initials/svg?seed=Peter%20Battaglia&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Machine Learning,Independent,David Peter Battaglia was an American educator and politicia...,"Relational inductive biases, deep learning, and graph networks; Learning skillful medium-range global weather forecasting; Simulation as an engine of physical scene understanding; Interaction Networks for Learning about Objects, Relations and Physics; A simple neural network module for relational reasoning"
Yann Dauphin,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Yann%20Dauphin&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Artificial Neural Networks; Machine Learning,Independent,Researcher,mixup: Beyond Empirical Risk Minimization; Convolutional Sequence to Sequence Learning; Convolutional Sequence to Sequence Learning; Language Modeling with Gated Convolutional Networks; Hierarchical Neural Story Generation
Lei Li,AI Researcher,https://x.com/_TobiasLee,https://api.dicebear.com/9.x/initials/svg?seed=Lei%20Li&fontWeight=700&radius=16,Natural Language Processing; Artificial Intelligence; Computer Science,Jiangsu University,Researcher,"Sparse R-CNN: End-to-End Object Detection with Learnable Proposals; SOLO: Segmenting Objects by Locations; On the Sentence Embeddings from Pre-trained Language Models; VaTeX: A Large-Scale, High-Quality Multilingual Dataset for Video-and-Language Research; RolX"
Aleksander Madry,Computer Scientist,,https://api.dicebear.com/9.x/initials/svg?seed=Aleksander%20Madry&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Machine Learning,Institut de Recherche Technologique SystemX,Computer Scientist,"On Assessing ML Model Robustness: A Methodological Framework (Academic Track); Towards Deep Learning Models Resistant to Adversarial Attacks; On Evaluating Adversarial Robustness; Adversarial Examples Are Not Bugs, They Are Features; Robustness May Be at Odds with Accuracy"
Petar Veličković,Computer Scientist,https://x.com/PetarV_93,https://api.dicebear.com/9.x/initials/svg?seed=Petar%20Veli%C4%8Dkovi%C4%87&fontWeight=700&radius=16,Theoretical Computer Science; Artificial Intelligence; Computer Science; Machine Learning,University of Nis,Computer Scientist,"Graph Attention Networks; Scientific discovery in the age of artificial intelligence; Graph Attention Networks; Geometric Deep Learning: Grids, Groups, Graphs, Geodesics, and Gauges; Advancing mathematics by guiding human intuition with AI"
Amanda Askell,Research Scientist,https://x.com/AmandaAskell,https://api.dicebear.com/9.x/initials/svg?seed=Amanda%20Askell&fontWeight=700&radius=16,Artificial Intelligence; Computer Science,Anthropic,Research Scientist,Learning Transferable Visual Models From Natural Language Supervision; Training language models to follow instructions with human feedback; Language Models are Few-Shot Learners; Beyond the Imitation Game: Quantifying and extrapolating the capabilities of language models; Training a Helpful and Harmless Assistant with Reinforcement Learning from Human Feedback
Anna Gilbert,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Anna%20Gilbert&fontWeight=700&radius=16,Artificial Intelligence; Computer Science,Yale University,Researcher,Signal Recovery From Random Measurements Via Orthogonal Matching Pursuit; Algorithms for simultaneous sparse approximation. Part I: Greedy pursuit; Sparse Recovery Using Sparse Matrices; Dynamics of IP traffic; Data networks as cascades
Danilo Jimenez Rezende,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Danilo%20Jimenez%20Rezende&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Machine Learning,Google (United States),Researcher,Stochastic Backpropagation and Approximate Inference in Deep Generative Models; Semi-Supervised Learning with Deep Generative Models; Variational Inference with Normalizing Flows; DRAW: A Recurrent Neural Network For Image Generation; DRAW: A Recurrent Neural Network For Image Generation
Suvrit Sra,Computer Scientist,,https://api.dicebear.com/9.x/initials/svg?seed=Suvrit%20Sra&fontWeight=700&radius=16,Artificial Intelligence; Computer Science,Massachusetts Institute of Technology,Computer Scientist,Information-theoretic metric learning; Optimization for Machine Learning; Clustering on the Unit Hypersphere using von Mises-Fisher Distributions; Generalized Nonnegative Matrix Approximations with Bregman Divergences; Minimum Sum-Squared Residue Co-clustering of Gene Expression Data
Been Kim,AI Researcher,https://x.com/_beenkim,https://api.dicebear.com/9.x/initials/svg?seed=Been%20Kim&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Machine Learning,Google (United States),Researcher,"Towards A Rigorous Science of Interpretable Machine Learning; SmoothGrad: removing noise by adding noise; Interpretability Beyond Feature Attribution: Quantitative Testing with\n Concept Activation Vectors (TCAV); Sanity Checks for Saliency Maps; Examples are not enough, learn to criticize! Criticism for Interpretability"
Tatsunori Hashimoto,Computer Scientist,https://x.com/tatsu_hashimoto,https://api.dicebear.com/9.x/initials/svg?seed=Tatsunori%20Hashimoto&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Machine Learning,Independent,Computer Scientist,On the Opportunities and Risks of Foundation Models; Emergent Abilities of Large Language Models; Discovery of directional and nondirectional pioneer transcription factors by modeling DNase profile magnitude and shape; Distributionally Robust Neural Networks for Group Shifts: On the Importance of Regularization for Worst-Case Generalization; Generating Sentences by Editing Prototypes
Florian Tramer,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Florian%20Tramer&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Machine Learning,ETH Zurich,Researcher,Advances and Open Problems in Federated Learning; On the Opportunities and Risks of Foundation Models; Ensemble Adversarial Training: Attacks and Defenses; Stealing Machine Learning Models via Prediction APIs; The Space of Transferable Adversarial Examples
Samuel R Bowman,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Samuel%20R%20Bowman&fontWeight=700&radius=16,Natural Language Processing; Artificial Intelligence; Computer Science,Independent,Researcher,A large annotated corpus for learning natural language inference; GLUE: A Multi-Task Benchmark and Analysis Platform for Natural Language Understanding; SuperGLUE: A Stickier Benchmark for General-Purpose Language Understanding Systems; GLUE: A Multi-Task Benchmark and Analysis Platform for Natural Language Understanding; SuperGLUE: A Stickier Benchmark for General-Purpose Language Understanding Systems
Tom B Brown,AI Researcher,https://x.com/NotTomBrown,https://api.dicebear.com/9.x/initials/svg?seed=Tom%20B%20Brown&fontWeight=700&radius=16,Computer Science,University of Massachusetts Lowell,Researcher,Evaluating the Effectiveness of Large Language Models in Representing Textual Descriptions of Geometry and Spatial Relations (Short Paper); Language Models are Few-Shot Learners; Scaling Laws for Neural Language Models; Deep reinforcement learning from human preferences; Technical Report on the CleverHans v2.1.0 Adversarial Examples Library
Abhishek Gupta,AI Researcher,https://x.com/abhi_tweeter,https://api.dicebear.com/9.x/initials/svg?seed=Abhishek%20Gupta&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Machine Learning,Marwadi University,Researcher,Multifactorial Evolution: Toward Evolutionary Multitasking; Multiobjective Multifactorial Optimization in Evolutionary Multitasking; Evolutionary Multitasking via Explicit Autoencoding; Multifactorial Evolutionary Algorithm With Online Transfer Parameter Estimation: MFEA-II; Insights on Transfer Optimization: Because Experience is the Best Teacher
Christopher M Bishop,Computer Scientist,,https://api.dicebear.com/9.x/initials/svg?seed=Christopher%20M%20Bishop&fontWeight=700&radius=16,Computer Science,Tulane University,Computer Scientist,"Pattern Recognition and Machine Learning; Developmental Profiles of Eczema, Wheeze, and Rhinitis: Two Population-Based Birth Cohort Studies; Trajectories of Lung Function during Childhood; Proceedings 16th European Conference on Controlled Fusion and Plasma Physics; Evaluation of Deep Learning to Augment Image-Guided Radiotherapy for Head and Neck and Prostate Cancers"
Tatsuya Harada,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Tatsuya%20Harada&fontWeight=700&radius=16,Computer Vision; Computer Science; Artificial Intelligence,Bayfront Medical Center,Researcher,Maximum Classifier Discrepancy for Unsupervised Domain Adaptation; MFNet: Towards real-time semantic segmentation for autonomous vehicles with multi-spectral scenes; Open Set Domain Adaptation by Backpropagation; Asymmetric Tri-training for Unsupervised Domain Adaptation; Domain Generalization Using a Mixture of Multiple Latent Domains
Jason Eisner,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Jason%20Eisner&fontWeight=700&radius=16,Natural Language Processing; Artificial Intelligence; Computer Science,Independent,Researcher,Three new probabilistic models for dependency parsing; Contrastive estimation; Learning How to Ask: Querying LMs with Mixtures of Soft Prompts; Using ``Annotator Rationales'' to Improve Machine Learning for Text Categorization; The SIGMORPHON 2016 Shared Task—Morphological Reinflection
James Bradbury,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=James%20Bradbury&fontWeight=700&radius=16,Natural Language Processing; Artificial Intelligence; Computer Science,Indian Institute of Technology Gandhinagar,Researcher,"PyTorch: An Imperative Style, High-Performance Deep Learning Library; Past and future changes in climate and hydrological indicators in the US Northeast; Ask Me Anything: Dynamic Memory Networks for Natural Language Processing; Pointer Sentinel Mixture Models; Non-Autoregressive Neural Machine Translation"
Reza Shokri,AI Researcher,https://x.com/rzshokri,https://api.dicebear.com/9.x/initials/svg?seed=Reza%20Shokri&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Machine Learning,National University of Singapore,Researcher,Membership Inference Attacks Against Machine Learning Models; Privacy-Preserving Deep Learning; Comprehensive Privacy Analysis of Deep Learning: Passive and Active White-box Inference Attacks against Centralized and Federated Learning; Quantifying Location Privacy; Machine Learning with Membership Privacy using Adversarial Regularization
Fei Shi,Fei Shi,,https://api.dicebear.com/9.x/initials/svg?seed=Fei%20Shi&fontWeight=700&radius=16,Computer Vision; Artificial Intelligence; Computer Science,Soochow University,Fei Shi,CPFNet: Context Pyramid Fusion Network for Medical Image Segmentation; Speckle noise reduction in optical coherence tomography images based on edge-sensitive cGAN; Automatic Liver Segmentation Based on Shape Constraints and Deformable Graph Cut in CT Images; Automatic detection of microaneurysms in retinal fundus images; Automated 3-D Retinal Layer Segmentation of Macular Optical Coherence Tomography Images With Serous Pigment Epithelial Detachments
Jason Yosinski,AI Researcher,https://x.com/jasonyo,https://api.dicebear.com/9.x/initials/svg?seed=Jason%20Yosinski&fontWeight=700&radius=16,Artificial Neural Networks; Computer Science; Artificial Intelligence; Machine Learning,Independent,Researcher,How transferable are features in deep neural networks?; Deep neural networks are easily fooled: High confidence predictions for unrecognizable images; Understanding Neural Networks Through Deep Visualization; An Intriguing Failing of Convolutional Neural Networks and the CoordConv\n Solution; Plug &amp; Play Generative Networks: Conditional Iterative Generation of Images in Latent Space
Yulia Tsvetkov,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Yulia%20Tsvetkov&fontWeight=700&radius=16,Natural Language Processing; Artificial Intelligence; Computer Science,University of Washington,Researcher,SimVLM: Simple Visual Language Model Pretraining with Weak Supervision; Measuring Bias in Contextualized Word Representations; Massively Multilingual Word Embeddings; Metaphor Detection with Cross-Lingual Model Transfer; Sparse Overcomplete Word Vector Representations
Angela Fan,Computer Scientist,,https://api.dicebear.com/9.x/initials/svg?seed=Angela%20Fan&fontWeight=700&radius=16,Natural Language Processing; Artificial Intelligence; Computer Science,Netherlands Comprehensive Cancer Organisation,Computer Scientist,"Llama 2: Open Foundation and Fine-Tuned Chat Models; fairseq: A Fast, Extensible Toolkit for Sequence Modeling; Language Modeling with Gated Convolutional Networks; Language modeling with gated convolutional networks; Helping Cancer Patients to Choose the Best Treatment: Towards Automated Data-Driven and Personalized Information Presentation of Cancer Treatment Options"
Jennifer Listgarten,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Jennifer%20Listgarten&fontWeight=700&radius=16,Computer Science,International Computer Science Institute,Researcher,Optimized sgRNA design to maximize activity and minimize off-target effects of CRISPR-Cas9; FaST linear mixed models for genome-wide association studies; Rethinking drug design in the artificial intelligence era; Improved linear mixed models for genome-wide association studies; Prediction of off-target activities for the end-to-end design of CRISPR guide RNAs
David Bau,Computer Scientist,,https://api.dicebear.com/9.x/initials/svg?seed=David%20Bau&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Machine Learning,Northeastern University,Computer Scientist,Numerical Linear Algebra; Understanding the role of individual units in a deep neural network; Interpreting Deep Visual Representations via Network Dissection; Learnable programming; Explaining Explanations: An Overview of Interpretability of Machine Learning
Rose Yu,AI Researcher,https://x.com/ciaociaorose,https://api.dicebear.com/9.x/initials/svg?seed=Rose%20Yu&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Machine Learning,"University of California, San Diego",Researcher,Diffusion Convolutional Recurrent Neural Network: Data-Driven Traffic\n Forecasting; Physics-informed machine learning: case studies for weather and climate modelling; Diffusion Convolutional Recurrent Neural Network: Data-Driven Traffic Forecasting; Deep Learning: A Generic Approach for Extreme Condition Traffic Forecasting; Evaluation of individual and ensemble probabilistic forecasts of COVID-19 mortality in the United States
Sara Hooker,Computer Scientist,,https://api.dicebear.com/9.x/initials/svg?seed=Sara%20Hooker&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Machine Learning,Coherent (United States),Computer Scientist,The State of Sparsity in Deep Neural Networks; The (Un)reliability of Saliency Methods; A Benchmark for Interpretability Methods in Deep Neural Networks; Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable Claims; The (Un)reliability of saliency methods
Fei-Fei Li,Computer Scientist,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Fei-Fei_Li_at_AI_for_Good_2017.jpg/330px-Fei-Fei_Li_at_AI_for_Good_2017.jpg,Computer Science,Shanghai University,Computer Scientist,Electromagnetic Interference (EMI) Shielding of Single-Walled Carbon Nanotube Epoxy Composites; Reflection and absorption contributions to the electromagnetic interference shielding of single-walled carbon nanotube/polyurethane composites; The influence of single-walled carbon nanotube structure on the electromagnetic interference shielding efficiency of its epoxy composites; Microwave Absorption of Single-Walled Carbon Nanotubes/Soluble Cross-Linked Polyurethane Composites; Bulk–disclination correspondence in topological crystalline insulators
Aravind Srinivas,Computer Scientist,https://x.com/AravSrinivas,https://api.dicebear.com/9.x/initials/svg?seed=Aravind%20Srinivas&fontWeight=700&radius=16,Reinforcement Learning; Computer Science; Artificial Intelligence; Machine Learning,Google (United States),Computer Scientist,Data-Efficient Image Recognition with Contrastive Predictive Coding; Decision Transformer: Reinforcement Learning via Sequence Modeling; CURL: Contrastive Unsupervised Representations for Reinforcement\n Learning; Reinforcement Learning with Augmented Data; CURL: Contrastive Unsupervised Representations for Reinforcement Learning
Elias Bareinboim,AI Researcher,https://x.com/eliasbareinboim,https://api.dicebear.com/9.x/initials/svg?seed=Elias%20Bareinboim&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Machine Learning,Columbia University,Researcher,Causal inference and the data-fusion problem; A General Algorithm for Deciding Transportability of Experimental Results; Fairness in Decision-Making — The Causal Explanation Formula; Transportability of Causal and Statistical Relations: A Formal Approach; On Pearl’s Hierarchy and the Foundations of Causal Inference
Jessica Hamrick,AI Researcher,https://x.com/jhamrick,https://api.dicebear.com/9.x/initials/svg?seed=Jessica%20Hamrick&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Machine Learning,Google DeepMind,Researcher,"Jupyter Notebooks &amp; ndash; a publishing format for reproducible computational workflows; Relational inductive biases, deep learning, and graph networks; Simulation as an engine of physical scene understanding; psiTurk: An open-source framework for conducting replicable behavioral experiments online; Inferring mass in complex scenes by mental simulation"
Pulkit Agrawal,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Pulkit%20Agrawal&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Machine Learning,Independent,Researcher,Fully Automated Echocardiogram Interpretation in Clinical Practice; Curiosity-Driven Exploration by Self-Supervised Prediction; Learning to See by Moving; Analyzing the Performance of Multilayer Neural Networks for Object Recognition; What makes ImageNet good for transfer learning?
Karol Hausman,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Karol%20Hausman&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Robotics; Machine Learning,Independent,Researcher,"Do As I Can, Not As I Say: Grounding Language in Robotic Affordances; Code as Policies: Language Model Programs for Embodied Control; RT-1: Robotics Transformer for Real-World Control at Scale; PaLM-E: An Embodied Multimodal Language Model; Meta-World: A Benchmark and Evaluation for Multi-Task and Meta Reinforcement Learning"
Jonathan Frankle,AI Researcher,https://x.com/jefrankle,https://api.dicebear.com/9.x/initials/svg?seed=Jonathan%20Frankle&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Machine Learning,Independent,Researcher,"The Lottery Ticket Hypothesis: Finding Sparse, Trainable Neural Networks; The Lottery Ticket Hypothesis: Finding Sparse, Trainable Neural Networks.; Comparing Rewinding and Fine-tuning in Neural Network Pruning; Stabilizing the Lottery Ticket Hypothesis; The Lottery Ticket Hypothesis: Training Pruned Neural Networks."
Michael J Black,Michael J,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Michael_J_Black_Copyright_MPI-IS.jpg/330px-Michael_J_Black_Copyright_MPI-IS.jpg,Computer Vision; Artificial Intelligence; Computer Science; Machine Learning,Max Planck Institute for Intelligent Systems,Michael J,Learning the Statistics of People in Images and Video; Explaining human multiple object tracking as resource-constrained approximate inference in a dynamic probabilistic model; Predicting 3D People from 2D Pictures; A Bayesian Framework for Cross-Situational Word-Learning; WHAM: Reconstructing World-Grounded Humans with Accurate 3D Motion
Lerrel Pinto,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Lerrel%20Pinto&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Robotics; Machine Learning,Independent,Researcher,Supersizing self-supervision: Learning to grasp from 50K tries and 700 robot hours; Robust Adversarial Reinforcement Learning; Learning to fly by crashing; Reinforcement Learning with Augmented Data; Learning to Manipulate Deformable Objects without Demonstrations
Bill Dally,Computer Scientist,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/William_Dally%2C_PCAST_Member_%28cropped%29.jpg/330px-William_Dally%2C_PCAST_Member_%28cropped%29.jpg,Computer Science,Nvidia (United Kingdom),Computer Scientist,"Power, Programmability, and Granularity: The Challenges of ExaScale Computing; Efficient methods and hardware for deep learning; A Delay Metric for Video Object Detection: What Average Precision Fails to Tell; Deep compression and EIE: Efficient inference engine on compressed deep neural network; FPGAs versus GPUs in Data centers"
