id,name,avatar_url,current_affiliation_id,current_affiliation_name,role_title,research_area_ids,research_areas,google_scholar_url,personal_website_url,twitter_handle,notable_papers_or_contributions,h_index,citation_count,influence_score,previous_affiliation_ids,previous_affiliations,education_ids,education
person:jacob-devlin,Jacob Devlin,,org:google,Google,,topic:natural-language-processing; topic:artificial-intelligence; topic:computer-science,Natural Language Processing; Artificial Intelligence; Computer Science,https://scholar.google.com/scholar?q=Jacob+Devlin,,,AI-Assisted Pipeline for Dynamic Generation of Trustworthy Health Supplement Content at Scale; PaLM: Scaling Language Modeling with Pathways; Natural Questions: A Benchmark for Question Answering Research; Scaling Instruction-Finetuned Language Models,26,85339,0.3102,,,,
person:boaz-barak,Boaz Barak,,org:tel-aviv-university,Tel Aviv University,Computer Scientist,topic:theoretical-computer-science; topic:computer-science,Theoretical Computer Science; Computer Science,https://scholar.google.com/citations?user=I0fbJ6cAAAAJ,,,Computational Complexity: A Modern Approach; Computational Complexity; On the (Im)possibility of Obfuscating Programs; On the (im)possibility of obfuscating programs; Computational Complexity: ADVANCED TOPICS,47,13247,0.1861,org:princeton-university; org:harvard-university; org:microsoft-research; org:massachusetts-institute-of-technology,Princeton University; Harvard University; Microsoft Research; Massachusetts Institute of Technology,org:weizmann-institute-of-science; org:tel-aviv-university,Weizmann Institute of Science; Tel Aviv University
person:anima-anandkumar,Anima Anandkumar,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Anima_Anandkumar_speaking_at_AAAS_2026.jpg/330px-Anima_Anandkumar_speaking_at_AAAS_2026.jpg,org:california-institute-of-technology,California Institute of Technology,Computer Scientist,topic:artificial-intelligence; topic:computer-science,Artificial Intelligence; Computer Science,https://scholar.google.com/citations?user=bEcLezcAAAAJ,http://tensorlab.cms.caltech.edu/users/anima/,@animaanandkumar,SegFormer: Simple and Efficient Design for Semantic Segmentation with\n Transformers; Scientific discovery in the age of artificial intelligence; Fourier Neural Operator for Parametric Partial Differential Equations; SegFormer: Simple and Efficient Design for Semantic Segmentation with Transformers; Physics-informed machine learning: case studies for weather and climate modelling,56,17073,0.205,org:university-of-california-irvine; org:amazon-web-services; org:california-institute-of-technology; org:nvidia,"University of California, Irvine; Amazon Web Services; California Institute of Technology; Nvidia",org:cornell-university; org:indian-institute-of-technology-madras,Cornell University; Indian Institute of Technology Madras
person:ruslan-salakhutdinov,Ruslan Salakhutdinov,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Russ_Salakhutdinov.jpg/330px-Russ_Salakhutdinov.jpg,org:apple,Apple,Computer Scientist,topic:natural-language-processing; topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Natural Language Processing; Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/citations?user=ITZ1e7MAAAAJ,https://www.cs.cmu.edu/~rsalakhu/,@rsalakhu,Dropout: a simple way to prevent neural networks from overfitting; Reducing the Dimensionality of Data with Neural Networks; Improving neural networks by preventing co-adaptation of feature detectors; Probabilistic Matrix Factorization; Siamese Neural Networks for One-shot Image Recognition,89,113137,0.4586,org:carnegie-mellon-university; org:massachusetts-institute-of-technology; org:university-of-toronto,Carnegie Mellon University; Massachusetts Institute of Technology; University of Toronto,org:university-of-toronto; org:high-point-university,University of Toronto; High Point University
person:daniela-rus,Daniela Rus,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/UN_AI_for_Good_Summit_2025_-_Daniela_Rus_01_%28cropped%29_2.jpg/330px-UN_AI_for_Good_Summit_2025_-_Daniela_Rus_01_%28cropped%29_2.jpg,org:massachusetts-institute-of-technology,MIT,Computer Scientist,topic:artificial-intelligence; topic:computer-science; topic:robotics,Artificial Intelligence; Computer Science; Robotics,https://scholar.google.com/citations?user=910z20QAAAAJ,,,"Design, fabrication and control of soft robots; LIO-SAM: Tightly-coupled Lidar Inertial Odometry via Smoothing and Mapping; Artificial Intelligence in Surgery: Promises and Perils; On-demand high-capacity ride-sharing via dynamic trip-vehicle assignment; Modular Self-Reconfigurable Robot Systems [Grand Challenges of Robotics]",121,62880,0.3819,,,org:cornell-university,Cornell University
person:tomaso-poggio,Tomaso Poggio,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Tomaso_poggio_2015.png/330px-Tomaso_poggio_2015.png,org:moscow-institute-of-thermal-technology,Moscow Institute of Thermal Technology,Professor,topic:computer-vision; topic:computer-science; topic:artificial-intelligence,Computer Vision; Computer Science; Artificial Intelligence,https://scholar.google.com/scholar?q=Tomaso+Poggio,,,HMDB: A large video database for human motion recognition; Hierarchical models of object recognition in cortex; Networks for approximation and learning; Face recognition: features versus templates; Prediction of central nervous system embryonal tumour outcome based on gene expression,131,84447,0.5675,,,,
person:fei-fei-li,Fei-Fei Li,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Fei-Fei_Li_at_AI_for_Good_2017.jpg/330px-Fei-Fei_Li_at_AI_for_Good_2017.jpg,,,Computer Scientist,topic:computer-science,Computer Science,https://scholar.google.com/scholar?q=Fei-Fei+Li,,,Electromagnetic Interference (EMI) Shielding of Single-Walled Carbon Nanotube Epoxy Composites; Reflection and absorption contributions to the electromagnetic interference shielding of single-walled carbon nanotube/polyurethane composites; The influence of single-walled carbon nanotube structure on the electromagnetic interference shielding efficiency of its epoxy composites; Microwave Absorption of Single-Walled Carbon Nanotubes/Soluble Cross-Linked Polyurethane Composites; Bulk–disclination correspondence in topological crystalline insulators,27,5274,0.1311,,,org:nanjing-university,Nanjing University
person:andrew-ng,Andrew Ng,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Andrew_Ng_at_TechCrunch_Disrupt_SF_2017.jpg/330px-Andrew_Ng_at_TechCrunch_Disrupt_SF_2017.jpg,org:university-of-bonn,University of Bonn,Computer Scientist,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/scholar?q=Andrew+Ng,,,Latent dirichlet allocation; On Spectral Clustering: Analysis and an algorithm; Recursive Deep Models for Semantic Compositionality Over a Sentiment Treebank; Learning Word Vectors for Sentiment Analysis; Large Scale Distributed Deep Networks,125,128938,0.5208,,,,
person:emily-m-bender,Emily M Bender,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Emily_M_Bender_CHM_Mountain_View_March_2025.jpg/330px-Emily_M_Bender_CHM_Mountain_View_March_2025.jpg,org:university-of-washington,University of Washington,Professor,topic:natural-language-processing; topic:artificial-intelligence; topic:computer-science,Natural Language Processing; Artificial Intelligence; Computer Science,https://scholar.google.com/scholar?q=Emily+M+Bender,,,"On the Dangers of Stochastic Parrots; Introduction/motivation; Climbing towards NLU: On Meaning, Form, and Understanding in the Age of Data; Data Statements for Natural Language Processing: Toward Mitigating System Bias and Enabling Better Science; Data and its (dis)contents: A survey of dataset development and use in\n machine learning research",29,9908,0.2838,,,,
person:omer-levy,Omer Levy,,org:itamar-medical-israel,Itamar Medical (Israel),,topic:natural-language-processing; topic:artificial-intelligence; topic:computer-science,Natural Language Processing; Artificial Intelligence; Computer Science,https://scholar.google.com/citations?user=PZVd2h8AAAAJ,https://www.cs.tau.ac.il/~levyomer/,,"HISTORIAE, History of Socio-Cultural Transformation as Linguistic Data Science. A Humanities Use Case; GLUE: A Multi-Task Benchmark and Analysis Platform for Natural Language Understanding; GLUE: A Multi-Task Benchmark and Analysis Platform for Natural Language Understanding; Neural Word Embedding as Implicit Matrix Factorization; Improving Distributional Similarity with Lessons Learned from Word Embeddings",43,37282,0.2213,org:tel-aviv-university,Tel Aviv University,org:technion-israel-institute-of-technology; org:bar-ilan-university,Technion – Israel Institute of Technology; Bar-Ilan University
person:mohit-bansal,Mohit Bansal,,org:university-of-north-carolina-at-chapel-hill,University of North Carolina at Chapel Hill,,topic:natural-language-processing; topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Natural Language Processing; Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/scholar?q=Mohit+Bansal,,,LXMERT: Learning Cross-Modality Encoder Representations from Transformers; End-to-End Relation Extraction using LSTMs on Sequences and Tree Structures; MAttNet: Modular Attention Network for Referring Expression Comprehension; Fast Abstractive Summarization with Reinforce-Selected Sentence Rewriting; Adversarial NLI: A New Benchmark for Natural Language Understanding,61,19337,0.2014,,,,
person:hinrich-schutze,Hinrich Schütze,,org:ludwig-maximilians-universitat-munchen,Ludwig-Maximilians-Universität München,Professor,topic:natural-language-processing; topic:artificial-intelligence; topic:computer-science,Natural Language Processing; Artificial Intelligence; Computer Science,https://scholar.google.com/scholar?q=Hinrich+Schütze,,,Introduction to Information Retrieval; Foundations of statistical natural language processing; Automatic word sense discrimination; ABCNN: Attention-Based Convolutional Neural Network for Modeling Sentence Pairs; Comparative Study of CNN and RNN for Natural Language Processing,55,34365,0.3684,,,org:stanford-university,Stanford University
person:mirella-lapata,Mirella Lapata,,org:language-science-south-korea,Language Science (South Korea),Computer Scientist,topic:natural-language-processing; topic:artificial-intelligence; topic:computer-science,Natural Language Processing; Artificial Intelligence; Computer Science,https://scholar.google.com/citations?user=j67B9Q4AAAAJ,http://homepages.inf.ed.ac.uk/mlap/,,"Text Summarization with Pretrained Encoders; Don’t Give Me the Details, Just the Summary! Topic-Aware Convolutional Neural Networks for Extreme Summarization; Long Short-Term Memory-Networks for Machine Reading; Composition in Distributional Models of Semantics; Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing",82,27905,0.2589,,,org:university-of-edinburgh; org:carnegie-mellon-university,University of Edinburgh; Carnegie Mellon University
person:philipp-koehn,Philipp Koehn,,org:johns-hopkins-university,Johns Hopkins University,Computer Scientist,topic:natural-language-processing; topic:artificial-intelligence; topic:computer-science,Natural Language Processing; Artificial Intelligence; Computer Science,https://scholar.google.com/scholar?q=Philipp+Koehn,,,Moses; Statistical phrase-based translation; Statistical Significance Tests for Machine Translation Evaluation.; Moses: Open Source Toolkit for Statistical Machine Translation; Abstract Meaning Representation for Sembanking,65,31102,0.2467,org:university-of-edinburgh,University of Edinburgh,org:friedrich-alexander-universitat-erlangen-nurnberg; org:university-of-southern-california,Friedrich-Alexander-Universität Erlangen-Nürnberg; University of Southern California
person:kevin-knight,Kevin Knight,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Kevin_Knight_at_AEW_Dynamite_-_August_27_2025_%28cropped%29.jpg/330px-Kevin_Knight_at_AEW_Dynamite_-_August_27_2025_%28cropped%29.jpg,org:google,Google,American professional wrestler,topic:natural-language-processing; topic:artificial-intelligence; topic:computer-science,Natural Language Processing; Artificial Intelligence; Computer Science,https://scholar.google.com/scholar?q=Kevin+Knight,,,Abstract Meaning Representation for Sembanking; Prevalence and outcomes of anemia in cancer: a systematic review of the literature; A syntax-based statistical translation model; Summarization beyond sentence extraction: A probabilistic approach to sentence compression; Machine transliteration,82,24242,0.2363,,,,
person:lei-li,Lei Li,,org:jiangsu-university,Jiangsu University,,topic:natural-language-processing; topic:artificial-intelligence; topic:computer-science,Natural Language Processing; Artificial Intelligence; Computer Science,https://scholar.google.com/scholar?q=Lei+Li,,,"Sparse R-CNN: End-to-End Object Detection with Learnable Proposals; SOLO: Segmenting Objects by Locations; On the Sentence Embeddings from Pre-trained Language Models; VaTeX: A Large-Scale, High-Quality Multilingual Dataset for Video-and-Language Research; RolX",46,11929,0.1677,,,,
person:yulia-tsvetkov,Yulia Tsvetkov,,org:university-of-washington,University of Washington,,topic:natural-language-processing; topic:artificial-intelligence; topic:computer-science,Natural Language Processing; Artificial Intelligence; Computer Science,https://scholar.google.com/scholar?q=Yulia+Tsvetkov,https://www.cs.cmu.edu/~ytsvetko/,,SimVLM: Simple Visual Language Model Pretraining with Weak Supervision; Measuring Bias in Contextualized Word Representations; Massively Multilingual Word Embeddings; Metaphor Detection with Cross-Lingual Model Transfer; Sparse Overcomplete Word Vector Representations,35,5162,0.14,,,,
person:kenton-lee,Kenton Lee,,org:korea-university,Korea University,,topic:natural-language-processing; topic:artificial-intelligence; topic:computer-science,Natural Language Processing; Artificial Intelligence; Computer Science,https://scholar.google.com/scholar?q=Kenton+Lee,,,Natural Questions: A Benchmark for Question Answering Research; Deep Contextualized Word Representations; REALM: Retrieval-Augmented Language Model Pre-Training; Deep Semantic Role Labeling: What Works and What’s Next,35,40098,0.2186,org:pukyong-national-university,Pukyong National University,,
person:sam-altman,Sam Altman,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Sam_Altman_TechCrunch_SF_2019_Day_2_Oct_3_%28cropped%29.jpg/330px-Sam_Altman_TechCrunch_SF_2019_Day_2_Oct_3_%28cropped%29.jpg,org:y-combinator,Y Combinator,American businessman and entrepreneur who has served as the ...,topic:artificial-intelligence,Artificial Intelligence,https://scholar.google.com/scholar?q=Sam+Altman,https://blog.samaltman.com/,@sama,,1,1,0.104,org:reddit-inc; org:loopt; org:openai,Reddit Inc.; Loopt; OpenAI,org:stanford-university; org:john-burroughs-school,Stanford University; John Burroughs School
person:mustafa-suleyman,Mustafa Suleyman,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Mustafa_Suleyman_photo_%28cropped%29.jpg/330px-Mustafa_Suleyman_photo_%28cropped%29.jpg,org:inflection-ai,Inflection AI,Founder,topic:artificial-intelligence; topic:computer-science; topic:deep-learning,Artificial Intelligence; Computer Science; Deep Learning,https://scholar.google.com/citations?user=hkDGEVQAAAAJ,https://greylock.com/team/mustafa-suleyman/,@mustafasuleyman,International evaluation of an AI system for breast cancer screening; The Kinetics Human Action Video Dataset; Clinically applicable deep learning for diagnosis and referral in retinal disease; Key challenges for delivering clinical impact with artificial intelligence; Teaching Machines to Read and Comprehend,19,16597,0.3018,org:greylock-partners; org:google-deepmind; org:microsoft-ai,Greylock Partners; Google DeepMind; Microsoft AI,org:university-of-oxford; org:thornhill-primary-school; org:queen-elizabeth-s-school-barnet,"University of Oxford; Thornhill Primary School; Queen Elizabeth's School, Barnet"
person:dario-amodei,Dario Amodei,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Dario_Amodei_at_TechCrunch_Disrupt_2023_01.jpg/330px-Dario_Amodei_at_TechCrunch_Disrupt_2023_01.jpg,org:anthropic,Anthropic,American artificial intelligence researcher and entrepreneur,topic:artificial-intelligence; topic:computer-science,Artificial Intelligence; Computer Science,https://scholar.google.com/citations?user=6-e-ZBEAAAAJ,https://darioamodei.com/,,A cross-platform toolkit for mass spectrometry and proteomics; Language Models are Few-Shot Learners; Deep Speech 2: End-to-End Speech Recognition in English and Mandarin; Scaling Laws for Neural Language Models; Evaluating Large Language Models Trained on Code,33,19403,0.1841,org:openai,OpenAI,org:princeton-university,Princeton University
person:anthony-levandowski,Anthony Levandowski,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Anthony_Levandowski_Headshot.jpg/330px-Anthony_Levandowski_Headshot.jpg,org:stanford-university,Stanford University,French-American self-driving car engineer,topic:artificial-intelligence; topic:computer-science; topic:robotics,Artificial Intelligence; Computer Science; Robotics,https://scholar.google.com/scholar?q=Anthony+Levandowski,,,"Junior: The Stanford entry in the Urban Challenge; Junior: The Stanford Entry in the Urban Challenge; Trajectory tracking and balance stabilization control of autonomous motorcycles; Collaborative teleoperation using networked spatial dynamic voting; Collaborative online teleoperation with spatial dynamic voting and a human ""Tele-Actor""",7,1406,0.114,,,org:university-of-california-berkeley,"University of California, Berkeley"
person:ian-goodfellow,Ian Goodfellow,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Ian_Goodfellow.jpg/330px-Ian_Goodfellow.jpg,,,Ian J,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/scholar?q=Ian+Goodfellow,,,Generative adversarial networks; TensorFlow: Large-Scale Machine Learning on Heterogeneous Distributed Systems; Deep Learning; Explaining and Harnessing Adversarial Examples; Intriguing properties of neural networks,63,80042,0.3403,,,,
person:sergey-levine,Sergey Levine,,org:university-of-california-berkeley,"University of California, Berkeley",Computer Scientist,topic:reinforcement-learning; topic:computer-science; topic:artificial-intelligence; topic:machine-learning,Reinforcement Learning; Computer Science; Artificial Intelligence; Machine Learning,https://scholar.google.com/citations?user=8R35rCwAAAAJ,https://people.eecs.berkeley.edu/~svlevine/,@svlevine,Model-Agnostic Meta-Learning for Fast Adaptation of Deep Networks; Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor; Trust Region Policy Optimization; Soft Actor-Critic Algorithms and Applications; High-Dimensional Continuous Control Using Generalized Advantage Estimation,109,62743,0.3536,,,org:stanford-university,Stanford University
person:chelsea-finn,Chelsea Finn,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Chelsea_Finn_and_Vestri_the_robot%2C_UC_Berkeley.jpg/330px-Chelsea_Finn_and_Vestri_the_robot%2C_UC_Berkeley.jpg,org:stanford-university,Stanford University,Professor,topic:reinforcement-learning; topic:computer-science; topic:artificial-intelligence; topic:machine-learning,Reinforcement Learning; Computer Science; Artificial Intelligence; Machine Learning,https://scholar.google.com/citations?user=vfPE6hgAAAAJ,https://people.eecs.berkeley.edu/~cbfinn/,@chelseabfinn,Model-Agnostic Meta-Learning for Fast Adaptation of Deep Networks; On the Opportunities and Risks of Foundation Models; End-to-end training of deep visuomotor policies; End-to-End Training of Deep Visuomotor Policies; Model-Agnostic Meta-Learning for Fast Adaptation of Deep Networks,64,25868,0.3738,,,org:university-of-california-berkeley; org:massachusetts-institute-of-technology,"University of California, Berkeley; Massachusetts Institute of Technology"
person:pieter-abbeel,Pieter Abbeel,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Pieter_Abbeel_pictured_at_CovariantHQ_in_November_2017.jpg/330px-Pieter_Abbeel_pictured_at_CovariantHQ_in_November_2017.jpg,org:university-of-california-berkeley,"University of California, Berkeley",Professor,topic:reinforcement-learning; topic:computer-science; topic:artificial-intelligence; topic:machine-learning,Reinforcement Learning; Computer Science; Artificial Intelligence; Machine Learning,https://scholar.google.com/citations?user=vtwH6GkAAAAJ,https://people.eecs.berkeley.edu/~pabbeel/,@pabbeel,Model-Agnostic Meta-Learning for Fast Adaptation of Deep Networks; Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor; Trust Region Policy Optimization; Apprenticeship learning via inverse reinforcement learning; Domain randomization for transferring deep neural networks from simulation to the real world,124,76288,0.5555,org:openai,OpenAI,org:stanford-university; org:katholieke-universiteit-leuven,Stanford University; Katholieke Universiteit Leuven
person:marc-aurelio-ranzato,Marc'Aurelio Ranzato,,org:national-institutes-of-health,National Institutes of Health,Computer Scientist,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/citations?user=NbXF7T8AAAAJ,https://ranzato.github.io/,@MarcRanzato,DeepFace: Closing the Gap to Human-Level Performance in Face Verification; Large Scale Distributed Deep Networks; DeViSE: A Deep Visual-Semantic Embedding Model; Unsupervised Learning of Invariant Feature Hierarchies with Applications to Object Recognition; Efficient Learning of Sparse Representations with an Energy-Based Model,52,26179,0.2066,,,org:new-york-university,New York University
person:aravind-srinivas,Aravind Srinivas,,org:google-united-states,Google (United States),Computer Scientist,topic:reinforcement-learning; topic:computer-science; topic:artificial-intelligence; topic:machine-learning,Reinforcement Learning; Computer Science; Artificial Intelligence; Machine Learning,https://scholar.google.com/citations?user=GhrKC1gAAAAJ,,@AravSrinivas,Data-Efficient Image Recognition with Contrastive Predictive Coding; Decision Transformer: Reinforcement Learning via Sequence Modeling; CURL: Contrastive Unsupervised Representations for Reinforcement\n Learning; Reinforcement Learning with Augmented Data; CURL: Contrastive Unsupervised Representations for Reinforcement Learning,18,3376,0.131,,,org:university-of-california-berkeley; org:indian-institute-of-technology-madras,"University of California, Berkeley; Indian Institute of Technology Madras"
person:alexei-efros,Alexei Efros,,org:berkeley-college,Berkeley College,Professor,topic:computer-vision; topic:artificial-intelligence; topic:computer-science,Computer Vision; Artificial Intelligence; Computer Science,https://scholar.google.com/citations?user=d97bGd8AAAAJ,https://people.eecs.berkeley.edu/~efros/,,Unpaired Image-to-Image Translation Using Cycle-Consistent Adversarial Networks; The Unreasonable Effectiveness of Deep Features as a Perceptual Metric; Colorful Image Colorization; Texture synthesis by non-parametric sampling; Unsupervised Visual Representation Learning by Context Prediction,99,88729,0.5407,org:university-of-california-berkeley,"University of California, Berkeley",org:university-of-utah; org:university-of-california-berkeley; org:east-high-school,"University of Utah; University of California, Berkeley; East High School"
person:andrej-karpathy,Andrej Karpathy,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Andrej_Karpathy%2C_OpenAI.png/330px-Andrej_Karpathy%2C_OpenAI.png,org:openai,OpenAI,Computer Scientist,topic:natural-language-processing; topic:artificial-intelligence; topic:computer-science,Natural Language Processing; Artificial Intelligence; Computer Science,https://scholar.google.com/citations?user=l8WuQJgAAAAJ,https://karpathy.ai/,@karpathy,ImageNet Large Scale Visual Recognition Challenge; Large-Scale Video Classification with Convolutional Neural Networks; Deep visual-semantic alignments for generating image descriptions; Large-scale Video Classiﬁcation with Convolutional Neural Networks; DenseCap: Fully Convolutional Localization Networks for Dense Captioning,21,58077,0.2574,org:tesla-inc,"Tesla, Inc.",org:stanford-university,Stanford University
person:jeff-clune,Jeff Clune,,org:university-of-wyoming,University of Wyoming,Computer Scientist,topic:artificial-intelligence; topic:computer-science; topic:machine-learning; topic:artificial-neural-networks,Artificial Intelligence; Computer Science; Machine Learning; Artificial Neural Networks,https://scholar.google.com/citations?user=5TZ7f5wAAAAJ,http://jeffclune.com/,@jeffclune,"How transferable are features in deep neural networks?; Deep neural networks are easily fooled: High confidence predictions for unrecognizable images; Understanding Neural Networks Through Deep Visualization; Automatically identifying, counting, and describing wild animals in camera-trap images with deep learning; Robots that can adapt like animals",47,18643,0.1983,org:uber-ai-labs; org:openai; org:university-of-british-columbia; org:cornell-university,Uber AI Labs; OpenAI; University of British Columbia; Cornell University,org:university-of-michigan; org:michigan-state-university,University of Michigan; Michigan State University
person:amanda-askell,Amanda Askell,,org:anthropic,Anthropic,Research Scientist,topic:artificial-intelligence; topic:computer-science,Artificial Intelligence; Computer Science,https://scholar.google.com/citations?user=NYOJzM4AAAAJ,https://askell.io/,@AmandaAskell,Learning Transferable Visual Models From Natural Language Supervision; Training language models to follow instructions with human feedback; Language Models are Few-Shot Learners; Beyond the Imitation Game: Quantifying and extrapolating the capabilities of language models; Training a Helpful and Harmless Assistant with Reinforcement Learning from Human Feedback,23,15500,0.1639,org:openai,OpenAI,org:new-york-university; org:university-of-oxford,New York University; University of Oxford
person:jacob-steinhardt,Jacob Steinhardt,https://upload.wikimedia.org/wikipedia/commons/1/1f/Jacob_Steinhart.jpg,org:university-of-california-berkeley,"University of California, Berkeley",Professor,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/citations?user=LKv32bgAAAAJ,,,"Agnostic Learning with Unknown Utilities; The Many Faces of Robustness: A Critical Analysis of Out-of-Distribution Generalization; Natural Adversarial Examples; The malicious use of artificial intelligence: Forecasting, prevention, and mitigation; The Malicious Use of Artificial Intelligence: Forecasting, Prevention, and Mitigation",37,8858,0.3049,,,org:stanford-university,Stanford University
person:rohin-shah,Rohin Shah,,org:google-deepmind,Google DeepMind,,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/scholar?q=Rohin+Shah,,,On the Utility of Learning about Humans for Human-AI Coordination; Chlorophyll; Gemma Scope: Open Sparse Autoencoders Everywhere All At Once on Gemma 2; Chlorophyll; Preferences Implicit in the State of the World,8,322,0.0984,,,,
person:nikolai-matni,Nikolai Matni,,org:california-university-of-pennsylvania,California University of Pennsylvania,,topic:artificial-intelligence; topic:computer-science,Artificial Intelligence; Computer Science,https://scholar.google.com/scholar?q=Nikolai+Matni,,,On the Sample Complexity of the Linear Quadratic Regulator; System level synthesis; Regret Bounds for Robust Adaptive Control of the Linear Quadratic\n Regulator; A System-Level Approach to Controller Synthesis; On the Sample Complexity of the Linear Quadratic Regulator,23,2656,0.1064,,,,
person:amin-karbasi,Amin Karbasi,,,,,topic:artificial-intelligence; topic:computer-science,Artificial Intelligence; Computer Science,https://scholar.google.com/scholar?q=Amin+Karbasi,,,Streaming submodular maximization; There is no single functional atlas even for a single individual: Functional parcel definitions change with task; Distributed Submodular Maximization: Identifying Representative Elements in Massive Data; Lazier Than Lazy Greedy; Graph-Constrained Group Testing,28,3405,0.1138,,,org:swiss-federal-institute-of-technology-in-lausanne,Swiss Federal Institute of Technology in Lausanne
person:thomas-g-dietterich,Thomas G Dietterich,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Thomas_Dietterich.jpg/330px-Thomas_Dietterich.jpg,org:oregon-state-university,Oregon State University,Thomas G,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/scholar?q=Thomas+G+Dietterich,,,"Ensemble Methods in Machine Learning; Approximate Statistical Tests for Comparing Supervised Classification Learning Algorithms; An Experimental Comparison of Three Methods for Constructing Ensembles of Decision Trees: Bagging, Boosting, and Randomization; Solving the multiple instance problem with axis-parallel rectangles; Proceedings of the 13th International Conference on Neural Information Processing Systems",67,35153,0.2438,,,,
person:david-bau,David Bau,,org:northeastern-university,Northeastern University,Computer Scientist,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/citations?user=CYI6cKgAAAAJ,https://baulab.info/,,Numerical Linear Algebra; Understanding the role of individual units in a deep neural network; Interpreting Deep Visual Representations via Network Dissection; Learnable programming; Explaining Explanations: An Overview of Interpretability of Machine Learning,29,7530,0.1385,org:google; org:northeastern-university; org:harvard-university; org:massachusetts-institute-of-technology,Google; Northeastern University; Harvard University; Massachusetts Institute of Technology,org:harvard-college; org:cornell-university; org:massachusetts-institute-of-technology,Harvard College; Cornell University; Massachusetts Institute of Technology
person:jacob-andreas,Jacob Andreas,,org:massachusetts-institute-of-technology,Massachusetts Institute of Technology,Professor,topic:natural-language-processing; topic:artificial-intelligence; topic:computer-science,Natural Language Processing; Artificial Intelligence; Computer Science,https://scholar.google.com/citations?user=dnZ8udEAAAAJ,https://web.mit.edu/jda/www/,@jacobandreas,Learning to Reason: End-to-End Module Networks for Visual Question Answering; Learning to Compose Neural Networks for Question Answering; Modeling Relationships in Referential Expressions with Compositional Modular Networks; Speaker-Follower Models for Vision-and-Language Navigation; Modular Multitask Reinforcement Learning with Policy Sketches,37,5388,0.2828,,,org:university-of-california-berkeley; org:university-of-cambridge; org:columbia-university,"University of California, Berkeley; University of Cambridge; Columbia University"
person:shafi-goldwasser,Shafi Goldwasser,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Shafi_Goldwasser.JPG/330px-Shafi_Goldwasser.JPG,org:berkeley-college,Berkeley College,Computer Scientist,topic:theoretical-computer-science; topic:computer-science,Theoretical Computer Science; Computer Science,https://scholar.google.com/scholar?q=Shafi+Goldwasser,http://people.csail.mit.edu/shafi,,The Knowledge Complexity of Interactive Proof Systems; A Digital Signature Scheme Secure Against Adaptive Chosen-Message Attacks; Probabilistic encryption; How to construct random functions; Probabilistic encryption &amp; how to play mental poker keeping secret all partial information,63,26496,0.2341,org:weizmann-institute-of-science,Weizmann Institute of Science,org:carnegie-mellon-university; org:university-of-california-berkeley,"Carnegie Mellon University; University of California, Berkeley"
